,GSM1272122,GSM1272123,GSM1272124,GSM1272125,GSM1272126,GSM1272127,GSM1272128,GSM1272129,GSM1272130,GSM1272131,GSM1272132,GSM1272133,GSM1272134,GSM1272135,GSM1272136,GSM1272137,GSM1272138,GSM1272139,GSM1272140,GSM1272141,GSM1272142,GSM1272143,GSM1272144,GSM1272145,GSM1272146,GSM1272147,GSM1272148,GSM1272149,GSM1272150,GSM1272151,GSM1272152,GSM1272153,GSM1272154,GSM1272155,GSM1272156,GSM1272157,GSM1272158,GSM1272159,GSM1272160,GSM1272161,GSM1272162,GSM1272163,GSM1272164,GSM1272165,GSM1272166,GSM1272167,GSM1272168,GSM1272169,GSM1272170,GSM1272171,GSM1272172,GSM1272173,GSM1272174,GSM1272175,GSM1272176,GSM1272177,GSM1272178,GSM1272179,GSM1272180,GSM1272181,GSM1272182,GSM1272183,GSM1272184,GSM1272185,GSM1272186,GSM1272187,GSM1272188,GSM1272189,GSM1272190,GSM1272191,GSM1272192,GSM1272193,GSM1272194,GSM1272195,GSM1272196,GSM1272197,GSM1272198,GSM1272199,GSM1272200,GSM1272201,GSM1272202,GSM1272203,GSM1272204,GSM1272205,GSM1272206,GSM1272207,GSM1272208
cg12534424,0.2829185,0.2417205,0.3135946,0.3014112,0.2915956,0.3055691,0.2746217,0.2521077,0.2857425,0.2850306,0.2579963,0.2642867,0.3049437,0.3040458,0.2617395,0.2521779,0.3048279,0.2565527,0.2513844,0.2454109,0.3061426,0.2371477,0.2545601,0.2329674,0.2930001,0.2459261,0.3431464,0.2594687,0.2733648,0.2636985,0.2733418,0.2371675,0.2527,0.2698928,0.2468036,0.2297236,0.2154914,0.2697816,0.2840947,0.2417994,0.2702988,0.2589776,0.2244529,0.2791765,0.2288634,0.3004268,0.269235,0.2604656,0.2680082,0.2798675,0.2637789,0.2614999,0.2354545,0.2455555,0.2356281,0.2925382,0.2669546,0.2823322,0.3368929,0.3109963,0.2827715,0.2825283,0.3202239,0.3155511,0.3017994,0.2715422,0.3088145,0.3142399,0.3434679,0.3660108,0.3030396,0.2708333,0.3003005,0.2781024,0.2837039,0.2843011,0.3087008,0.3172395,0.3492071,0.3089854,0.32895,0.2678654,0.3161163,0.2967169,0.3129085,0.2383024,0.3222904
cg19671120,0.2194067,0.2057249,0.2416823,0.2399312,0.2967025,0.2632912,0.2244343,0.2243034,0.2313301,0.2227398,0.2153983,0.1962473,0.2666742,0.2617587,0.2160774,0.220577,0.2704567,0.2107317,0.214219,0.2512163,0.3116281,0.224324,0.1996985,0.1739745,0.225237,0.230436,0.2841108,0.1787648,0.2142017,0.2242961,0.242577,0.195214,0.2176037,0.2101844,0.2306114,0.2118546,0.1880643,0.2042288,0.2265349,0.2092782,0.238423,0.2611206,0.2119473,0.2754061,0.2051852,0.2637773,0.2058308,0.2141247,0.2061813,0.2797765,0.2152342,0.2608581,0.2068304,0.2246136,0.2185795,0.2981927,0.2259601,0.2554742,0.2824638,0.2872776,0.2757726,0.2057385,0.2614614,0.2966379,0.2552687,0.2612617,0.2771387,0.2512823,0.2777601,0.2666962,0.277999,0.2578306,0.2469921,0.2286281,0.2615699,0.2754416,0.2832623,0.2719008,0.2905526,0.2478307,0.2918904,0.2572054,0.268009,0.2374205,0.267413,0.2301073,0.2622554
cg17110586,0.2214522,0.1972456,0.2258824,0.2455402,0.2712759,0.2783548,0.2108656,0.2256166,0.2232923,0.2375934,0.2199452,0.2225703,0.2726447,0.2946238,0.2775693,0.2041572,0.2452199,0.1987961,0.1949315,0.2509081,0.2607826,0.2029203,0.1897123,0.1887495,0.2397652,0.1841354,0.3211635,0.1571776,0.2320316,0.2237649,0.238158,0.2113853,0.1949424,0.236391,0.2293772,0.2123299,0.1826949,0.2381997,0.2643542,0.2107846,0.254826,0.2603338,0.2136826,0.257518,0.1982643,0.2479334,0.2147835,0.2160219,0.2559317,0.289174,0.2295848,0.2467149,0.2034391,0.2172475,0.216175,0.3036098,0.1960211,0.2240198,0.3218247,0.2925442,0.2694138,0.241971,0.2837481,0.3013303,0.2945206,0.2902425,0.2804808,0.2853463,0.3330536,0.3332798,0.276879,0.2620031,0.2848152,0.250233,0.2692593,0.2689852,0.335541,0.3079702,0.3143747,0.2816297,0.300437,0.2790918,0.2787681,0.2803915,0.3029215,0.2543246,0.2686196
cg06639320,0.3737282,0.3291015,0.3341908,0.3337655,0.3595464,0.3557697,0.3056681,0.3294732,0.3187935,0.34319,0.3651334,0.3564904,0.3098617,0.3880093,0.4095262,0.2596384,0.3388506,0.3081946,0.3131637,0.376711,0.3491268,0.2910784,0.3095023,0.2846483,0.3481385,0.367601,0.4334081,0.2570374,0.377153,0.3441979,0.3377244,0.3009199,0.2674062,0.3358118,0.2937964,0.3035493,0.2879825,0.2964496,0.3720805,0.2924179,0.3389673,0.3143632,0.3195654,0.3110529,0.2533828,0.3481292,0.283419,0.3075271,0.3740584,0.3779689,0.3010035,0.2811373,0.3142954,0.3561306,0.366427,0.3919006,0.2550973,0.3339679,0.4350524,0.4111025,0.3736513,0.3269487,0.4330712,0.4069557,0.3917694,0.3969564,0.4123416,0.4422449,0.4525559,0.4354535,0.4011519,0.4192249,0.4139602,0.3610587,0.4081938,0.3692026,0.4140541,0.4811174,0.4477935,0.4096739,0.3820787,0.3817922,0.4285541,0.5044254,0.4955951,0.3792963,0.4197958
cg18797590,0.6720997,0.6631326,0.6480272,0.5932421,0.4687071,0.535284,0.5851393,0.5362734,0.5685039,0.528083,0.5768101,0.5518509,0.575744,0.4995597,0.4574468,0.5262246,0.5179221,0.6066447,0.5774029,0.5564103,0.4762428,0.558929,0.5871117,0.551536,0.5742406,0.5449901,0.3833268,0.5065137,0.5946644,0.6212912,0.600879,0.6202486,0.5673052,0.5145903,0.5151097,0.631267,0.6038429,0.6290994,0.612166,0.6200312,0.5545931,0.6232919,0.6257586,0.5924221,0.6564307,0.6252652,0.6866825,0.6242272,0.5218326,0.5981606,0.6637639,0.5830383,0.6246426,0.6391559,0.643379,0.5096154,0.6491994,0.5987011,0.5711524,0.5984226,0.5738629,0.5047632,0.4690252,0.3904986,0.5070038,0.5553681,0.4754284,0.4842307,0.5181123,0.4177074,0.5788137,0.5180778,0.6330729,0.5556926,0.5625859,0.5487418,0.5168132,0.4049366,0.5227748,0.4799164,0.5076599,0.5309979,0.5117831,0.4253712,0.4541407,0.5701299,0.476561
cg20591472,0.1612581,0.1349964,0.1600959,0.1748662,0.2296291,0.2555193,0.1639152,0.1517259,0.1919429,0.2233232,0.1872847,0.1990866,0.184036,0.2545744,0.1850517,0.1737934,0.234714,0.1186658,0.1360891,0.2127006,0.2693739,0.1470703,0.1512015,0.1243226,0.1637241,0.1644506,0.2631792,0.111782,0.149938,0.1872388,0.1865536,0.1370481,0.1399103,0.1607036,0.1747556,0.175244,0.1354473,0.1618802,0.2338068,0.1830547,0.2307413,0.1918542,0.1444093,0.22411,0.1501687,0.1835437,0.1752554,0.2177139,0.1871927,0.2626965,0.1431382,0.1762954,0.175763,0.1680796,0.1553862,0.3101587,0.1566814,0.1901243,0.2526967,0.251335,0.1630841,0.1756768,0.2358039,0.2243065,0.250205,0.2116299,0.2624014,0.275067,0.3027211,0.3268895,0.261225,0.246424,0.2376658,0.181883,0.1972266,0.2109111,0.2741317,0.3121447,0.3332997,0.2003024,0.2374972,0.17925,0.1935716,0.2101363,0.1919463,0.2121453,0.2272727
cg00059225,0.3517435,0.279317,0.3110427,0.3421457,0.3731402,0.3434519,0.316092,0.3106049,0.309158,0.3155447,0.3042755,0.2954531,0.3417243,0.3578778,0.318901,0.315708,0.341704,0.2918696,0.3161109,0.3308455,0.3862421,0.3108293,0.3067432,0.2523535,0.3185984,0.2849193,0.383671,0.2650679,0.3143766,0.3295582,0.3145961,0.2791174,0.301261,0.3016997,0.3135672,0.2848859,0.2685914,0.3125058,0.3342844,0.2936574,0.3327264,0.3515198,0.2959641,0.3220746,0.3046442,0.3473095,0.3102767,0.3192639,0.317573,0.3561748,0.3089537,0.3131332,0.295887,0.3099351,0.3064796,0.3494313,0.3032331,0.3301603,0.4025907,0.3817573,0.3395171,0.2976719,0.3490237,0.3646258,0.3536941,0.3575466,0.3374597,0.3626083,0.3719932,0.3612053,0.3923642,0.3186593,0.3646751,0.3279183,0.3427385,0.34049,0.4092041,0.3983663,0.4217324,0.3115602,0.3912205,0.3302062,0.3472559,0.3717018,0.3667383,0.3403561,0.4249988
cg10137837,0.1412786,0.249937,0.3382494,0.3173168,0.3906843,0.3364661,0.291421,0.2534039,0.2791223,0.3217141,0.2441611,0.3416092,0.276617,0.3634275,0.303699,0.3216603,0.311821,0.3476242,0.2510453,0.2408564,0.2913978,0.1784643,0.1969117,0.193514,0.4165888,0.2733701,0.3372811,0.20353,0.2857774,0.2586487,0.300222,0.2562608,0.3205484,0.3800818,0.3429856,0.3081022,0.2757365,0.2888626,0.3893035,0.2797471,0.3585977,0.3780563,0.323669,0.2944746,0.2728762,0.2867294,0.3796757,0.2887038,0.2664265,0.319756,0.3020182,0.3069695,0.3374433,0.3469182,0.2540331,0.397135,0.2789915,0.3101985,0.3704247,0.3685868,0.3299535,0.4511788,0.3820897,0.4187004,0.4112965,0.3845578,0.379383,0.4358719,0.4388423,0.4021624,0.3896559,0.356287,0.3358661,0.4046596,0.3672484,0.3891562,0.3642448,0.3469472,0.3840625,0.3505125,0.3756893,0.3841935,0.3900055,0.2939449,0.3473301,0.3153467,0.3578553
cg25478614,0.3293751,0.3384739,0.3108847,0.3503773,0.288731,0.322726,0.2748339,0.2748038,0.308972,0.3022619,0.2934977,0.319004,0.2691823,0.2831982,0.2910354,0.2793644,0.2997272,0.2708648,0.2763055,0.2608852,0.2942321,0.2904504,0.2485619,0.3053716,0.2937941,0.2494579,0.3448573,0.2383142,0.2799781,0.3029674,0.2858935,0.3013314,0.3035074,0.2707319,0.2741894,0.2621945,0.2602973,0.2966647,0.2983777,0.2972438,0.3012835,0.2715398,0.324699,0.3115038,0.2634569,0.300169,0.2690742,0.2907994,0.2659954,0.3001929,0.3288789,0.2568132,0.2920916,0.3101236,0.2997845,0.3105241,0.2741214,0.3223509,0.3792998,0.3481743,0.333919,0.3209822,0.4671144,0.3475692,0.3055584,0.2975079,0.3588511,0.3387851,0.3246085,0.2938362,0.2904713,0.3143856,0.3238336,0.2951162,0.2999946,0.2886002,0.3363553,0.3947312,0.3544275,0.348678,0.3379088,0.3202304,0.338405,0.26746,0.3445084,0.3256729,0.3718384
cg01528542,0.7559389,0.6890369,0.6893507,0.638796,0.5537016,0.5530955,0.6155329,0.6455958,0.6173938,0.5633282,0.5708175,0.6140417,0.6865417,0.6104599,0.5969096,0.6134454,0.6296545,0.6579357,0.6141989,0.5288754,0.5029008,0.6431547,0.667332,0.672391,0.5562085,0.583074,0.4703467,0.6591627,0.7328346,0.6592035,0.7624161,0.6379809,0.6097826,0.5814118,0.6224874,0.6572939,0.629141,0.6539941,0.5066603,0.6475524,0.5891813,0.7472393,0.5497723,0.6164539,0.6361025,0.6459958,0.6566445,0.6102847,0.5889279,0.5719218,0.6434394,0.6247293,0.6262658,0.5921245,0.628226,0.5629833,0.7033949,0.6136364,0.587595,0.5738865,0.5762269,0.5007254,0.50245,0.5040975,0.5910512,0.5305895,0.5672893,0.4624432,0.5277714,0.3936067,0.5708781,0.5359785,0.6544202,0.5829082,0.6053124,0.5818567,0.5354126,0.4197839,0.5384988,0.5129657,0.6035104,0.5158253,0.5461729,0.259951,0.5221169,0.567746,0.5871703
cg11807280,0.6378877,0.6830221,0.6494433,0.4730267,0.5422156,0.5633729,0.7021617,0.5842496,0.5954872,0.4858247,0.4264442,0.5953541,0.6670976,0.4898785,0.4135661,0.6317577,0.6317412,0.6693349,0.6326983,0.3723732,0.626087,0.513589,0.6878657,0.5197889,0.6528617,0.5760719,0.4174594,0.5524017,0.636079,0.6852872,0.6209217,0.6910443,0.5726557,0.5159487,0.5394529,0.6829362,0.5739179,0.5398605,0.3929392,0.4473752,0.6188496,0.6462421,0.5065299,0.5539125,0.7396534,0.6136701,0.6177278,0.4341974,0.3147594,0.4973182,0.4577275,0.6812027,0.4392823,0.5485643,0.5848794,0.4101883,0.7712878,0.5781289,0.3253763,0.480667,0.4604899,0.2800394,0.3001535,0.3520599,0.4009727,0.3520676,0.2788595,0.3196009,0.4249647,0.2960103,0.2924253,0.2829482,0.4829377,0.4984607,0.3888635,0.5475941,0.157741,0.3774523,0.4260486,0.1718121,0.5164569,0.2638646,0.258808,0.2841615,0.197937,0.5095751,0.4191702
cg06737494,0.2442748,0.18159,0.1801194,0.2279729,0.2203233,0.2379786,0.19018,0.2016357,0.195963,0.2071627,0.1725532,0.174216,0.1655541,0.2069872,0.2010626,0.1432715,0.1853589,0.1179138,0.1802015,0.1709602,0.2245824,0.1652012,0.1708629,0.1358677,0.2113357,0.1871963,0.2398401,0.1249593,0.2097967,0.2054213,0.214496,0.1738,0.1372627,0.1824885,0.1768649,0.1603432,0.143424,0.1677788,0.2144399,0.1609446,0.2063984,0.186382,0.1680449,0.2371365,0.1590691,0.2125127,0.1777887,0.1739604,0.178051,0.2374589,0.1690517,0.1777328,0.1683778,0.1840491,0.1618186,0.2432677,0.1258439,0.1753468,0.2780679,0.271067,0.2017564,0.1683799,0.2930688,0.2231451,0.2284123,0.2257689,0.2236239,0.2344857,0.2570338,0.2589744,0.2047587,0.2299233,0.2160929,0.225,0.2542442,0.2217245,0.2864439,0.2477679,0.255277,0.1910798,0.1925618,0.186747,0.2266065,0.2608907,0.2409255,0.1937651,0.2734205
cg20595453,0.6400571,0.6583179,0.6116461,0.5375851,0.5330685,0.5671688,0.6041964,0.5944188,0.5824986,0.5828861,0.534051,0.5921925,0.6672075,0.5557337,0.4915597,0.5943866,0.5669663,0.6209375,0.6551701,0.5192642,0.5504435,0.6119484,0.59046,0.5427039,0.6329191,0.5991548,0.5051529,0.5332985,0.6462969,0.5664969,0.6215608,0.5822232,0.5406209,0.4727221,0.5522902,0.5590202,0.5851738,0.5644497,0.5257537,0.5728309,0.5754404,0.6032152,0.5450035,0.556084,0.6188832,0.615725,0.6193574,0.6080944,0.5022167,0.5843652,0.5751197,0.5675861,0.5662964,0.5708654,0.5885985,0.6100318,0.6492968,0.5805106,0.5226504,0.5629902,0.5504244,0.4095077,0.5128088,0.4867384,0.5622262,0.6094421,0.5280045,0.4735981,0.5004244,0.4760357,0.59988,0.5397151,0.5675966,0.5215934,0.5464408,0.5670028,0.5703162,0.4333755,0.514917,0.5419929,0.5516774,0.4494669,0.5419715,0.4209249,0.5014927,0.5136658,0.5379481
cg15894389,0.5625,0.5725191,0.5890909,0.4540404,0.473796,0.307578,0.4321907,0.3203463,0.5343434,0.2065405,0.2819237,0.3009346,0.3129252,0.1666667,0.4024691,0.4715285,0.4955093,0.5191147,0.3984887,0.2760451,0.4088372,0.4411969,0.468939,0.4713115,0.5233502,0.4506866,0.434657,0.3568995,0.4866016,0.4743833,0.3735119,0.459854,0.4862417,0.2177329,0.3957081,0.4428904,0.3072626,0.2878338,0.2995863,0.353562,0.327444,0.1787521,0.335694,0.4065511,0.4551435,0.4153166,0.3992509,0.3343295,0.3192771,0.3100742,0.3710806,0.4016426,0.3249337,0.5422465,0.4329765,0.3204301,0.5540792,0.3837506,0.480695,0.2731093,0.2618683,0.155303,0.1021021,0.2694775,0.1293103,0.2183544,0.2456376,0.1444223,0.1025082,0.1971631,0.2884615,0.3002336,1e-05,0.2905457,0.3628472,0.3413773,0.3165236,0.1698022,0.3480051,0.2322707,0.3018868,0.3492275,0.3200837,0.1956522,0.2547699,0.3069821,0.2840708
cg17471102,0.6061937,0.6795642,0.6593796,0.5659369,0.5826633,0.5741214,0.6555864,0.6294463,0.6082386,0.5860046,0.5857274,0.536147,0.6339645,0.5970582,0.5750823,0.6182435,0.6487798,0.6421141,0.612093,0.5913715,0.583832,0.5997962,0.5883352,0.6008695,0.5847106,0.574036,0.5647359,0.6227534,0.6356629,0.5619243,0.5917541,0.5482711,0.5039682,0.4646454,0.5249334,0.5349546,0.5425946,0.5228085,0.4654483,0.5305846,0.4389436,0.528442,0.4822841,0.5430788,0.6135911,0.6211336,0.5731978,0.4988075,0.4954614,0.5100043,0.5572509,0.5298266,0.5181084,0.5434408,0.5201344,0.5310491,0.6036677,0.5292128,0.5191875,0.6056945,0.5598176,0.3576183,0.4408979,0.4940287,0.4717483,0.471974,0.4450402,0.4225465,0.502539,0.3711487,0.5116514,0.5155325,0.5058557,0.5066367,0.5603443,0.5430549,0.4632512,0.3937992,0.4690303,0.446135,0.483563,0.5074244,0.4598952,0.4058292,0.4712,0.5213212,0.469643
cg07547549,0.2579181,0.2278077,0.2570316,0.3134006,0.3340888,0.3277004,0.2950293,0.2627058,0.3245171,0.3103166,0.2573499,0.2818069,0.3084147,0.3536861,0.3265231,0.2761232,0.3041105,0.2446851,0.2587809,0.3079777,0.3925556,0.2490196,0.2338139,0.2269044,0.3068007,0.255102,0.3732125,0.272577,0.2874184,0.2812411,0.308187,0.2452355,0.2613825,0.281893,0.289095,0.2927016,0.2518624,0.2855859,0.3259544,0.257356,0.3565722,0.3056929,0.266744,0.332148,0.251952,0.3178606,0.2794711,0.2591658,0.3054158,0.328921,0.2775945,0.2971316,0.2777179,0.3142527,0.2831001,0.3676611,0.2770308,0.3032921,0.3757108,0.3681106,0.3550933,0.3022364,0.3422542,0.39619,0.3675314,0.3562874,0.4090543,0.3920883,0.4291937,0.4478094,0.3732175,0.3606983,0.383871,0.3021237,0.3336338,0.349337,0.3331571,0.4212129,0.3821887,0.3112033,0.3363444,0.3553887,0.3737445,0.3390874,0.3645797,0.3389635,0.3537842
cg27209729,0.5590695,0.621201,0.5142164,0.4563482,0.387528,0.4900379,0.6203426,0.5258073,0.5212293,0.4879693,0.3691443,0.5168269,0.6135619,0.4885724,0.4177303,0.5160985,0.4429279,0.6279511,0.5442613,0.440239,0.4422901,0.480451,0.5102138,0.4748138,0.4504382,0.4703417,0.3832456,0.471723,0.5906455,0.5307233,0.5964576,0.5609264,0.5276935,0.3699145,0.5609264,0.6091071,0.5888742,0.562732,0.5204611,0.5511122,0.5994061,0.61734,0.5593893,0.5554937,0.5602588,0.6599373,0.6516129,0.5925584,0.6044398,0.5737463,0.6044128,0.5644222,0.5492113,0.5627156,0.5952345,0.5873232,0.6600693,0.654457,0.4682009,0.5901382,0.4909801,0.3102208,0.3623836,0.4991089,0.5353577,0.4899338,0.4701444,0.4220224,0.4943459,0.4091681,0.5204812,0.537905,0.6054212,0.517781,0.4895821,0.5632862,0.4673798,0.3612958,0.4932816,0.4586269,0.4826948,0.4387616,0.4482811,0.3784599,0.4581955,0.4855709,0.5477726
cg01844642,0.4546677,0.4088278,0.408628,0.4258321,0.3659894,0.3876684,0.3778431,0.3669859,0.3723777,0.3920789,0.3895213,0.3828567,0.3931243,0.4123868,0.4258208,0.3634956,0.407314,0.3332487,0.3831899,0.3765526,0.4329576,0.3795436,0.4251231,0.3664008,0.4103145,0.3762271,0.429446,0.3341229,0.4600068,0.4228577,0.4437921,0.3914997,0.4077747,0.3954541,0.4323227,0.4199122,0.3894118,0.4099548,0.4328069,0.4137464,0.4134481,0.4415576,0.4155209,0.4248564,0.3782761,0.4330492,0.404851,0.4096712,0.3944872,0.4432624,0.4045283,0.373996,0.4263987,0.4345583,0.3836309,0.4449045,0.3986819,0.4180543,0.4839676,0.4719189,0.4362569,0.4253642,0.434698,0.4583547,0.4680862,0.4707564,0.4732783,0.4523356,0.47261,0.5038806,0.4833761,0.4540192,0.4678608,0.454289,0.4371252,0.406698,0.4497269,0.4428842,0.4997819,0.4443555,0.4590304,0.4322999,0.4776339,0.498308,0.5249304,0.4020132,0.4479156
cg19500607,0.7626835,0.63609,0.6698256,0.5954673,0.5221384,0.5882435,0.6334847,0.589066,0.62,0.5957279,0.5801553,0.6454082,0.6682748,0.5676537,0.4986643,0.6074616,0.6409425,0.6228411,0.6527118,0.5999293,0.5717916,0.6252183,0.690466,0.6472891,0.5666152,0.6326318,0.6242835,0.5952427,0.6641932,0.6248105,0.6309459,0.648407,0.6450771,0.5608539,0.5792074,0.6154207,0.6548136,0.668917,0.5501005,0.6343405,0.58086,0.622255,0.5952499,0.660201,0.6700617,0.6683139,0.7194542,0.6452491,0.6225722,0.5993113,0.6086577,0.6256278,0.6133217,0.6519129,0.6882397,0.6101695,0.6926576,0.6246048,0.5221329,0.5613514,0.6103896,0.4763805,0.5454744,0.5467744,0.5791199,0.5492492,0.5888063,0.4937233,0.5266265,0.5057529,0.6132176,0.5975353,0.6859574,0.5931304,0.5910735,0.6050408,0.5566754,0.4488871,0.5370924,0.5124868,0.5576695,0.5567867,0.5392496,0.4315298,0.5789551,0.6011711,0.5785584
cg25410668,0.4191499,0.4661772,0.3994015,0.4538881,0.4143672,0.4620929,0.4146072,0.4686535,0.4129907,0.4961867,0.4052555,0.4465022,0.3885106,0.5675577,0.4163893,0.4109572,0.4430795,0.4514219,0.4316482,0.4421532,0.4588604,0.4516717,0.3694165,0.4142386,0.4862847,0.4161981,0.529644,0.4187192,0.5056478,0.4715119,0.4016586,0.4211285,0.4258976,0.4347695,0.4032181,0.4562538,0.4443031,0.4655917,0.5158038,0.3969237,0.5164867,0.4740816,0.4315059,0.4647055,0.3984383,0.4518055,0.440366,0.4115735,0.5001173,0.5407827,0.4101182,0.4294457,0.4245211,0.4365165,0.4348967,0.5063937,0.3679319,0.4243718,0.5047461,0.5663232,0.4925432,0.441007,0.5545162,0.5275694,0.4986114,0.5541539,0.5521972,0.5548318,0.5320165,0.6037246,0.5201564,0.5249031,0.5080287,0.490716,0.5041975,0.5216988,0.5256516,0.6588916,0.5244321,0.5205832,0.4546048,0.4716812,0.5374915,0.4571445,0.5761454,0.4633175,0.5306759
cg03473532,0.8848774,0.8899657,0.8319666,0.6869141,0.7364515,0.769473,0.8179778,0.8144891,0.8140693,0.8447856,0.7844964,0.7953727,0.8597076,0.8075565,0.7724499,0.7633654,0.8358942,0.8176353,0.8763949,0.7071862,0.7652892,0.8222734,0.8411613,0.758222,0.7570058,0.772828,0.804978,0.8278289,0.7996492,0.819598,0.8544868,0.8154629,0.7857143,0.721622,0.7908458,0.8048501,0.8242437,0.7763954,0.6968767,0.7351635,0.8328317,0.7537918,0.7432635,0.7773438,0.7845638,0.8531321,0.8499058,0.796244,0.7033004,0.7619503,0.8131604,0.808172,0.8004149,0.8150811,0.8026457,0.7579542,0.8544353,0.7741995,0.7504202,0.7414361,0.7940329,0.6818252,0.7121514,0.6331686,0.671804,0.7642768,0.6868561,0.6191065,0.6219831,0.7304194,0.6994451,0.6678495,0.7909569,0.7384736,0.7006941,0.7445613,0.6432115,0.6363137,0.6329779,0.6087921,0.7249101,0.7217228,0.7404525,0.4758463,0.6954013,0.8006717,0.6830048
cg13848598,0.3505982,0.3500225,0.3213947,0.351723,0.3770403,0.3702238,0.3468868,0.3311825,0.3391606,0.3292421,0.3071839,0.3289516,0.3276572,0.3895193,0.3537474,0.2922116,0.3741726,0.2956592,0.3225398,0.3240901,0.3811158,0.3480753,0.3899986,0.2672958,0.3527878,0.3106883,0.4302432,0.2923736,0.355808,0.3030949,0.3750551,0.3224393,0.3113123,0.3332951,0.3146372,0.3451217,0.2866532,0.3125634,0.317148,0.3039604,0.3167487,0.3122834,0.3125219,0.3338584,0.2846683,0.3045298,0.2960894,0.3033175,0.3234771,0.3299859,0.2986422,0.2859498,0.3020925,0.3433512,0.3108056,0.4201807,0.2740327,0.311467,0.4117461,0.4190041,0.3704543,0.3368457,0.406644,0.3834446,0.4097699,0.3473465,0.3488766,0.3854957,0.4435206,0.360765,0.3705523,0.3384693,0.3556647,0.3755846,0.3817146,0.3905923,0.3937428,0.3910806,0.3961762,0.3482012,0.4604572,0.3664582,0.3666341,0.3392273,0.3841177,0.3257969,0.3611059
cg00573770,0.768055,0.8257895,0.8761175,0.6934841,0.815272,0.8095378,0.7874789,0.8480965,0.7792721,0.6976744,0.7574371,0.7936181,0.8459933,0.7651515,0.6537815,0.8002921,0.8406305,0.8331904,0.7268261,0.7517136,0.7446154,0.7914543,0.8362688,0.7754583,0.7639831,0.7892436,0.4681335,0.7934918,0.7313433,0.4965734,0.4926492,0.5671679,0.4656008,0.4023587,0.5814493,0.5564587,0.3550877,0.4891919,0.3147096,0.4519792,0.4428029,0.4502291,0.3746074,0.4552206,0.6645396,0.674867,0.527043,0.4128471,0.2910581,0.3381045,0.3488696,0.5920144,0.4079105,0.3873262,0.4078233,0.4112191,0.6551148,0.4122629,0.3565608,0.3265517,0.4416738,0.2037492,0.3598105,0.2434141,0.298773,0.3317254,0.1899791,0.2556835,0.3620544,0.2412312,0.3588777,0.3633858,0.2126654,0.3380503,0.5139016,0.4208921,0.2596784,0.25,0.2813676,0.2384615,0.3310724,0.3484736,0.2513274,0.2291139,0.2464073,0.4229735,0.2539311
cg11436113,0.6709443,0.6574343,0.6206815,0.582487,0.466089,0.5364826,0.6347389,0.59619,0.5873113,0.5690211,0.5607826,0.587526,0.6104585,0.5477988,0.5136502,0.5845754,0.5442901,0.6584799,0.6169211,0.5647413,0.5257378,0.607666,0.605339,0.5576127,0.6146173,0.6187782,0.4714833,0.5731767,0.6602802,0.5795435,0.6402256,0.6247239,0.5993789,0.5220619,0.5756965,0.6086848,0.573355,0.5911712,0.5747682,0.6084403,0.5886303,0.5623482,0.6041431,0.5682682,0.6277258,0.5611708,0.6198045,0.5807482,0.5536092,0.5797571,0.5905164,0.5938127,0.534327,0.5668045,0.6239719,0.5668393,0.6341023,0.62742,0.5012443,0.578228,0.5768381,0.4286148,0.4765817,0.4754383,0.545082,0.536386,0.5473943,0.5086705,0.5061673,0.4524092,0.5503787,0.5524285,0.6262568,0.5293556,0.5035627,0.5517663,0.5192024,0.4410448,0.5133103,0.507679,0.5483573,0.453458,0.5404217,0.420038,0.4792714,0.5352256,0.5524173
cg10221746,0.696165,0.6678056,0.6534382,0.6514523,0.6319914,0.6336225,0.6920453,0.6186352,0.6735912,0.6339414,0.6099629,0.6372763,0.7179112,0.6439001,0.6364233,0.6265029,0.6549373,0.6340598,0.6371306,0.5755451,0.6215909,0.6112834,0.6841864,0.6089491,0.5771992,0.6094185,0.577,0.6543708,0.7323006,0.6207659,0.6489158,0.6035166,0.6112587,0.5470988,0.5926014,0.6115412,0.5946687,0.620031,0.5809106,0.6240498,0.6039099,0.6285137,0.5833798,0.6627716,0.6579046,0.6654437,0.6444889,0.6074281,0.487772,0.5971204,0.6007455,0.651076,0.5867732,0.5460272,0.6095412,0.6109204,0.6880029,0.6422285,0.5742102,0.6072884,0.5999516,0.4965789,0.5461934,0.5468047,0.5569534,0.5348585,0.6114472,0.507643,0.5884162,0.5441447,0.6178291,0.640847,0.6724039,0.6089318,0.5932335,0.6403573,0.5607699,0.4201242,0.5759345,0.5344388,0.6105937,0.5263044,0.6024315,0.4272391,0.5605273,0.5899736,0.5871814
